segment_id,song_id,audio_path,valence_mean,arousal_mean
1855,1855,data/processed_audio/1855.wav,5.4,6.0
1450,1450,data/processed_audio/1450.wav,5.7,5.0
1795,1795,data/processed_audio/1795.wav,3.9,3.0
1176,1176,data/processed_audio/1176.wav,4.9,2.7
1349,1349,data/processed_audio/1349.wav,5.2,5.2
1569,1569,data/processed_audio/1569.wav,5.6,5.8
1648,1648,data/processed_audio/1648.wav,3.9,2.5
1234,1234,data/processed_audio/1234.wav,4.6,3.0
1651,1651,data/processed_audio/1651.wav,4.8,6.0
1222,1222,data/processed_audio/1222.wav,4.1,3.2
1989,1989,data/processed_audio/1989.wav,5.0,5.7
767,767,data/processed_audio/767.wav,5.2,6.5
321,321,data/processed_audio/321.wav,7.3,6.0
1804,1804,data/processed_audio/1804.wav,5.7,5.9
1666,1666,data/processed_audio/1666.wav,3.8,3.3
729,729,data/processed_audio/729.wav,6.4,3.5
486,486,data/processed_audio/486.wav,6.2,5.7
262,262,data/processed_audio/262.wav,5.6,6.9
1667,1667,data/processed_audio/1667.wav,6.0,7.5
1332,1332,data/processed_audio/1332.wav,2.5,2.3
2010,2010,data/processed_audio/2010.wav,6.0,4.8
1606,1606,data/processed_audio/1606.wav,5.6,4.9
312,312,data/processed_audio/312.wav,4.6,5.8
224,224,data/processed_audio/224.wav,5.5,5.7
1413,1413,data/processed_audio/1413.wav,4.3,4.1
610,610,data/processed_audio/610.wav,6.3,6.5
1205,1205,data/processed_audio/1205.wav,6.0,5.7
1158,1158,data/processed_audio/1158.wav,6.2,6.2
764,764,data/processed_audio/764.wav,6.3,7.5
1640,1640,data/processed_audio/1640.wav,6.6,6.1
1027,1027,data/processed_audio/1027.wav,4.6,3.8
2058,2058,data/processed_audio/2058.wav,3.8,5.8
149,149,data/processed_audio/149.wav,3.4,3.1
333,333,data/processed_audio/333.wav,6.7,6.1
1719,1719,data/processed_audio/1719.wav,5.0,3.3
120,120,data/processed_audio/120.wav,3.8,5.0
1730,1730,data/processed_audio/1730.wav,5.3,3.9
558,558,data/processed_audio/558.wav,2.8,3.2
507,507,data/processed_audio/507.wav,4.9,4.8
1199,1199,data/processed_audio/1199.wav,4.5,3.5
1104,1104,data/processed_audio/1104.wav,4.2,4.4
981,981,data/processed_audio/981.wav,6.7,6.6
1220,1220,data/processed_audio/1220.wav,3.6,2.2
1878,1878,data/processed_audio/1878.wav,6.7,6.3
338,338,data/processed_audio/338.wav,3.0,3.8
235,235,data/processed_audio/235.wav,3.0,3.7
1013,1013,data/processed_audio/1013.wav,3.2,3.5
1266,1266,data/processed_audio/1266.wav,5.6,5.1
458,458,data/processed_audio/458.wav,3.4,5.0
302,302,data/processed_audio/302.wav,6.6,7.0
1171,1171,data/processed_audio/1171.wav,3.6,1.9
1592,1592,data/processed_audio/1592.wav,6.1,6.4
1319,1319,data/processed_audio/1319.wav,6.5,5.6
201,201,data/processed_audio/201.wav,3.7,4.8
1359,1359,data/processed_audio/1359.wav,3.6,3.4
647,647,data/processed_audio/647.wav,3.0,5.8
1294,1294,data/processed_audio/1294.wav,5.9,5.5
1563,1563,data/processed_audio/1563.wav,5.1,5.7
1957,1957,data/processed_audio/1957.wav,4.8,4.8
404,404,data/processed_audio/404.wav,6.9,6.8
897,897,data/processed_audio/897.wav,4.9,4.3
1295,1295,data/processed_audio/1295.wav,6.9,6.4
1335,1335,data/processed_audio/1335.wav,5.4,5.6
1602,1602,data/processed_audio/1602.wav,5.0,3.7
1900,1900,data/processed_audio/1900.wav,6.5,6.7
203,203,data/processed_audio/203.wav,3.5,4.8
19,19,data/processed_audio/19.wav,5.9,4.3
1277,1277,data/processed_audio/1277.wav,2.9,2.2
1740,1740,data/processed_audio/1740.wav,5.3,4.3
613,613,data/processed_audio/613.wav,5.2,6.8
1186,1186,data/processed_audio/1186.wav,3.7,1.9
222,222,data/processed_audio/222.wav,3.8,4.3
1656,1656,data/processed_audio/1656.wav,4.7,4.0
1422,1422,data/processed_audio/1422.wav,4.1,2.8
1011,1011,data/processed_audio/1011.wav,4.5,3.0
1739,1739,data/processed_audio/1739.wav,3.7,2.8
675,675,data/processed_audio/675.wav,5.1,5.8
1152,1152,data/processed_audio/1152.wav,6.1,5.6
1643,1643,data/processed_audio/1643.wav,4.4,4.3
1488,1488,data/processed_audio/1488.wav,4.9,3.9
116,116,data/processed_audio/116.wav,4.4,3.9
1368,1368,data/processed_audio/1368.wav,3.4,3.3
152,152,data/processed_audio/152.wav,4.4,5.6
724,724,data/processed_audio/724.wav,6.0,6.1
464,464,data/processed_audio/464.wav,5.1,5.6
1980,1980,data/processed_audio/1980.wav,5.5,5.4
1752,1752,data/processed_audio/1752.wav,5.5,6.1
1053,1053,data/processed_audio/1053.wav,4.5,6.3
811,811,data/processed_audio/811.wav,4.1,4.9
392,392,data/processed_audio/392.wav,3.4,4.8
807,807,data/processed_audio/807.wav,4.8,6.5
1960,1960,data/processed_audio/1960.wav,4.5,6.7
889,889,data/processed_audio/889.wav,6.9,7.2
1657,1657,data/processed_audio/1657.wav,5.6,5.7
1990,1990,data/processed_audio/1990.wav,4.2,4.1
682,682,data/processed_audio/682.wav,4.8,6.0
1716,1716,data/processed_audio/1716.wav,5.8,5.4
1433,1433,data/processed_audio/1433.wav,4.0,3.6
1455,1455,data/processed_audio/1455.wav,4.1,4.2
1974,1974,data/processed_audio/1974.wav,3.4,4.7
1714,1714,data/processed_audio/1714.wav,6.1,4.0
1014,1014,data/processed_audio/1014.wav,4.9,4.5
2030,2030,data/processed_audio/2030.wav,4.2,6.2
1827,1827,data/processed_audio/1827.wav,5.6,6.7
1565,1565,data/processed_audio/1565.wav,4.6,4.9
88,88,data/processed_audio/88.wav,6.7,5.5
170,170,data/processed_audio/170.wav,3.0,5.0
1423,1423,data/processed_audio/1423.wav,4.2,5.5
1329,1329,data/processed_audio/1329.wav,5.3,4.2
1279,1279,data/processed_audio/1279.wav,5.6,4.2
272,272,data/processed_audio/272.wav,5.9,6.4
1849,1849,data/processed_audio/1849.wav,6.0,5.8
1893,1893,data/processed_audio/1893.wav,6.3,6.2
1291,1291,data/processed_audio/1291.wav,3.6,2.5
2025,2025,data/processed_audio/2025.wav,6.0,4.8
1412,1412,data/processed_audio/1412.wav,4.6,3.2
1438,1438,data/processed_audio/1438.wav,3.6,2.9
1426,1426,data/processed_audio/1426.wav,6.6,6.4
1907,1907,data/processed_audio/1907.wav,4.9,6.5
2039,2039,data/processed_audio/2039.wav,5.4,4.6
62,62,data/processed_audio/62.wav,6.2,3.9
1620,1620,data/processed_audio/1620.wav,6.3,5.7
732,732,data/processed_audio/732.wav,5.6,6.3
1398,1398,data/processed_audio/1398.wav,6.9,7.6
4,4,data/processed_audio/4.wav,5.7,5.5
1066,1066,data/processed_audio/1066.wav,6.1,5.5
299,299,data/processed_audio/299.wav,2.8,4.3
1312,1312,data/processed_audio/1312.wav,5.3,4.0
1695,1695,data/processed_audio/1695.wav,5.7,5.6
711,711,data/processed_audio/711.wav,2.9,3.1
1709,1709,data/processed_audio/1709.wav,4.0,3.8
1072,1072,data/processed_audio/1072.wav,6.3,5.5
347,347,data/processed_audio/347.wav,3.82,5.82
1063,1063,data/processed_audio/1063.wav,5.2,6.4
1038,1038,data/processed_audio/1038.wav,5.0,4.1
1299,1299,data/processed_audio/1299.wav,4.5,4.7
325,325,data/processed_audio/325.wav,5.5,5.4
488,488,data/processed_audio/488.wav,1.6,3.4
500,500,data/processed_audio/500.wav,6.0,5.2
1021,1021,data/processed_audio/1021.wav,6.2,4.8
609,609,data/processed_audio/609.wav,5.3,5.55
167,167,data/processed_audio/167.wav,2.7,3.3
161,161,data/processed_audio/161.wav,6.3,3.5
492,492,data/processed_audio/492.wav,4.4,4.8
1951,1951,data/processed_audio/1951.wav,4.6,4.0
1159,1159,data/processed_audio/1159.wav,5.8,6.0
2023,2023,data/processed_audio/2023.wav,5.6,3.0
703,703,data/processed_audio/703.wav,5.1,6.0
1723,1723,data/processed_audio/1723.wav,4.3,3.4
1273,1273,data/processed_audio/1273.wav,4.8,5.6
1296,1296,data/processed_audio/1296.wav,5.0,5.9
76,76,data/processed_audio/76.wav,4.3,3.2
172,172,data/processed_audio/172.wav,3.8,5.0
336,336,data/processed_audio/336.wav,6.1,6.6
1838,1838,data/processed_audio/1838.wav,4.6,5.0
707,707,data/processed_audio/707.wav,3.2,3.1
1616,1616,data/processed_audio/1616.wav,4.8,5.5
830,830,data/processed_audio/830.wav,5.3,5.9
2038,2038,data/processed_audio/2038.wav,4.0,3.8
903,903,data/processed_audio/903.wav,5.9,5.6
1608,1608,data/processed_audio/1608.wav,4.5,7.0
317,317,data/processed_audio/317.wav,6.1,4.3
64,64,data/processed_audio/64.wav,3.6,4.9
1305,1305,data/processed_audio/1305.wav,4.7,6.2
926,926,data/processed_audio/926.wav,4.0,5.5
1552,1552,data/processed_audio/1552.wav,5.6,5.6
1851,1851,data/processed_audio/1851.wav,4.6,3.3
326,326,data/processed_audio/326.wav,5.4,7.2
58,58,data/processed_audio/58.wav,3.3,3.4
745,745,data/processed_audio/745.wav,4.2,1.6
1178,1178,data/processed_audio/1178.wav,4.9,4.5
20,20,data/processed_audio/20.wav,5.4,6.5
1073,1073,data/processed_audio/1073.wav,5.2,3.8
151,151,data/processed_audio/151.wav,4.0,4.5
1527,1527,data/processed_audio/1527.wav,4.5,4.7
556,556,data/processed_audio/556.wav,5.6,6.1
1699,1699,data/processed_audio/1699.wav,5.1,5.0
1001,1001,data/processed_audio/1001.wav,4.4,3.8
710,710,data/processed_audio/710.wav,5.4,5.1
487,487,data/processed_audio/487.wav,4.5,5.3
1338,1338,data/processed_audio/1338.wav,6.2,6.4
1508,1508,data/processed_audio/1508.wav,5.9,5.3
1705,1705,data/processed_audio/1705.wav,4.0,4.4
1020,1020,data/processed_audio/1020.wav,3.4,2.5
976,976,data/processed_audio/976.wav,6.2,5.9
1742,1742,data/processed_audio/1742.wav,6.8,5.1
1136,1136,data/processed_audio/1136.wav,4.5,3.4
845,845,data/processed_audio/845.wav,5.1,4.0
1083,1083,data/processed_audio/1083.wav,6.1,6.6
848,848,data/processed_audio/848.wav,2.2,2.7
1284,1284,data/processed_audio/1284.wav,6.3,6.6
1570,1570,data/processed_audio/1570.wav,5.2,4.6
1497,1497,data/processed_audio/1497.wav,4.4,3.6
245,245,data/processed_audio/245.wav,4.2,6.1
1749,1749,data/processed_audio/1749.wav,6.7,4.6
103,103,data/processed_audio/103.wav,5.6,3.3
122,122,data/processed_audio/122.wav,5.5,4.6
1399,1399,data/processed_audio/1399.wav,6.1,6.4
513,513,data/processed_audio/513.wav,3.1,4.2
498,498,data/processed_audio/498.wav,2.9,2.8
1931,1931,data/processed_audio/1931.wav,4.7,5.5
1218,1218,data/processed_audio/1218.wav,3.9,4.1
419,419,data/processed_audio/419.wav,3.3,4.0
1137,1137,data/processed_audio/1137.wav,4.3,4.2
2017,2017,data/processed_audio/2017.wav,6.67,6.5
1757,1757,data/processed_audio/1757.wav,5.0,3.1
383,383,data/processed_audio/383.wav,4.2,3.6
1603,1603,data/processed_audio/1603.wav,5.4,3.9
1639,1639,data/processed_audio/1639.wav,5.3,5.3
1037,1037,data/processed_audio/1037.wav,5.0,4.4
685,685,data/processed_audio/685.wav,4.5,3.6
661,661,data/processed_audio/661.wav,2.2,2.8
1367,1367,data/processed_audio/1367.wav,7.1,7.2
280,280,data/processed_audio/280.wav,4.2,3.3
1875,1875,data/processed_audio/1875.wav,6.3,6.2
211,211,data/processed_audio/211.wav,3.1,4.9
1419,1419,data/processed_audio/1419.wav,3.7,2.5
693,693,data/processed_audio/693.wav,6.2,5.3
